"model","chisq","df","p_value","cfi","tli","rmsea","rmsea_lower","rmsea_upper","srmr"
"pooled_cfa",61.9357306740795,41,0.0189223111855523,0.997934085140625,0.997228650798399,0.0145863460328569,0.00612673904817704,0.0216385242956946,0.0122983616459575
