"model","chisq","df","p_value","cfi","tli","rmsea","rmsea_lower","rmsea_upper","srmr"
"structural_model",92.7507409399484,67,0.0203705388314867,0.998195399091608,0.997575909227533,0.0126546996707112,0.0052410853663531,0.0185088188114006,0.0146568047251864
